Journal Name,Category & Journal Quartiles
BRAZILIAN JOURNAL OF MICROBIOLOGY,Q4
Nursing & Health Sciences,Q2
Results in Mathematics,Q1
AUDIOLOGY AND NEURO-OTOLOGY,Q3
CHROMATOGRAPHIA,Q3
Economics of Innovation and New Technology,Q2
"Journal of Medical and Biological
Engineering",Q4
DREAMING,Q3
PERCEPTUAL AND MOTOR SKILLS,Q3
"CURRENT OPINION IN OBSTETRICS &
GYNECOLOGY",Q4
GAIA-Ecological Perspectives for Science,Q4
and Society,Q4
HUMAN IMMUNOLOGY,Q4
FACIES,Q2
JAPANESE JOURNAL OF OPHTHALMOLOGY,Q3
Software and Systems Modeling,Q3
"ECOLOGICAL MANAGEMENT &
RESTORATION",Q3
SANITA,Q3
World Neurosurgery,Q3
Culture and Organization,Q4
"NEW ZEALAND JOURNAL OF
AGRICULTURAL RESEARCH",Q2
Flexible Services and Manufacturing,Q3
Journal,Q4
"SCANDINAVIAN JOURNAL OF CLINICAL &
LABORATORY INVESTIGATION",Q4
FETAL DIAGNOSIS AND THERAPY,Q4
CELLS TISSUES ORGANS,Q2
Politics Groups and Identities,Q2
"AMERICAN JOURNAL OF CRITICAL CARE
CLAYS AND CLAY MINERALS",Q2
Atencion Primaria,Q3
PARASITE IMMUNOLOGY,Q3
"Journal of Hand Surgery-European
Volume",Q3
ADVANCES IN CEMENT RESEARCH,Q3
Marine and Coastal Fisheries,Q2
PERFORMANCE EVALUATION,Q2
Acta Naturae,Q4
BULLETIN OF THE ATOMIC SCIENTISTS,Q2
CHILD & YOUTH CARE FORUM,Q3
"VETERINARY CLINICS OF NORTH AMERICA-
EQUINE PRACTICE",Q2
International Peacekeeping,Q2
JOURNAL OF SPORT REHABILITATION,Q3
HELVETICA CHIMICA ACTA,Q3
PHILOSOPHY & PUBLIC AFFAIRS,Q2
Medicine,Q1
"TRANSACTIONS OF THE AMERICAN
FISHERIES SOCIETY",Q3
Food Webs,Q3
POLAR BIOLOGY,Q3
Journal of Network and Systems Management,Q3
"VIRUS GENES
Journal of Applied Mathematics and Computing",Q4
Urban Policy and Research,Q3
Seminars in Plastic Surgery,Q3
THERAPEUTIC APHERESIS AND DIALYSIS,Q3
POLYCYCLIC AROMATIC COMPOUNDS,Q3
Sexual & Reproductive Healthcare,Q3
"APPLIED MATHEMATICS AND
OPTIMIZATION",Q1
"Mathematical Biosciences and
Engineering",Q3
Critical Care Nurse,Q2
International Journal of Peptide Research and Therapeutics,Q4
JOURNAL OF CONTINUING EDUCATION IN,Q3
THE HEALTH PROFESSIONS,Q4
"Quantitative Economics
ANNALES GEOPHYSICAE",Q2
"Cambridge Journal of Mathematics
Oil & Gas Science and Technology-Revue d IFP Energies nouvelles",Q1
Journal of Cosmetic Dermatology,Q3
"JOURNAL OF OPTIMIZATION THEORY AND
APPLICATIONS",Q1
"JOURNAL OF ENVIRONMENTAL PATHOLOGY TOXICOLOGY AND
ONCOLOGY",Q4
Grey Systems-Theory and Application,Q2
ACTA MECHANICA SOLIDA SINICA,Q3
"JOURNAL OF LARYNGOLOGY AND
OTOLOGY",Q3
European Journal of Environmental and,Q3
Civil Engineering,Q4
CLINICS IN SPORTS MEDICINE,Q3
Visceral Medicine,Q3
Human Fertility,Q4
PRIMARY CARE,Q3
PAPERS IN REGIONAL SCIENCE,Q2
"GEODIVERSITAS
Surface Topography-Metrology and",Q2
Properties,Q3
EUPHYTICA,Q2
International Journal of Civil Engineering,Q3
"JOURNAL OF CRIMINAL LAW &
CRIMINOLOGY",Q1
AQUACULTURE RESEARCH,Q3
Traffic Injury Prevention,Q3
"JOURNAL OF APPLIED ENTOMOLOGY
CHIRALITY",Q2
HIGH ALTITUDE MEDICINE & BIOLOGY,Q3
JOURNAL OF QUALITY TECHNOLOGY,Q2
ANNALS OF HUMAN GENETICS,Q4
International Journal of Qualitative,Q2
Studies on Health and Well-Being,Q3
CROSS-CULTURAL RESEARCH,Q2
WILDLIFE RESEARCH,Q2
Journal of Wine Economics,Q2
"Topics in Stroke Rehabilitation
INTERNATIONAL JOURNAL OF IMAGING",Q3
SYSTEMS AND TECHNOLOGY,Q3
COMPARATIVE POLITICS,Q2
PHYSIOTHERAPY THEORY AND PRACTICE,Q3
VIRAL IMMUNOLOGY,Q4
QUINTESSENCE INTERNATIONAL,Q4
JOURNAL OF CURRICULUM STUDIES,Q3
International Review of Finance,Q3
Management Communication Quarterly Journal of Nonlinear and Variational Analysis,Q3
JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY,Q2
WAVE MOTION,Q2
Information Visualization,Q3
BMC Cardiovascular Disorders,Q4
Zeitschrift fur Wirtschaftsgeographie,Q2
"Research Papers in Education
JOURNAL OF MOLECULAR MODELING",Q3
CLINICS IN LABORATORY MEDICINE,Q3
ENVIRONMENTAL ENGINEERING SCIENCE,Q4
"Journal of Veterinary Behavior-Clinical
Applications and Research",Q2
Progress in Rubber Plastics and Recycling Technology,Q3
APPLIED PHYSICS B-LASERS AND OPTICS,Q3
"SCIENTIA MARINA
PHYSICA STATUS SOLIDI A-APPLICATIONS",Q2
AND MATERIALS SCIENCE,Q3
"International Journal of Developmental
Disabilities",Q2
SYNLETT,Q3
ASSISTIVE TECHNOLOGY,Q2
CHEMOECOLOGY,Q3
REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SAO PAULO,Q3
"Cancer Genetics
INSURANCE MATHEMATICS &",Q4
ECONOMICS,Q2
BRAIN INJURY,Q2
LATERALITY,Q3
Regional Studies in Marine Science,Q2
Genes & Genomics,Q4
EUROPEAN JOURNAL OF CANCER PREVENTION,Q4
Hereditary Cancer in Clinical Practice,Q4
JOURNAL OF MATHEMATICAL BIOLOGY,Q3
SIAM JOURNAL ON CONTROL AND OPTIMIZATION,Q1
Journal of Family and Economic Issues,Q2
SOCIAL PSYCHOLOGY QUARTERLY,Q4
"JOURNAL OF APPLIED POULTRY
RESEARCH",Q2
"SAMJ SOUTH AFRICAN MEDICAL
JOURNAL",Q3
JOURNAL OF APPLIED RESEARCH IN,Q2
INTELLECTUAL DISABILITIES,Q3
Cogent Food & Agriculture,Q2
Impact Assessment and Project Appraisal,Q4
EUROPEAN JOURNAL OF ORAL SCIENCES,Q4
Gland Surgery,Q3
OXFORD REVIEW OF EDUCATION,Q3
MINI-REVIEWS IN ORGANIC CHEMISTRY,Q3
JOURNAL OF STRATEGIC STUDIES,Q2
OCEANOGRAPHY,Q3
THEORETICAL MEDICINE AND BIOETHICS,Q2
ANTONIE VAN LEEUWENHOEK INTERNATIONAL JOURNAL OF GENERAL AND MOLECULAR MICROBIOLOGY,Q4
Accounting Horizons,Q3
International Journal of Applied,Q1
Mathematics and Computer Science,Q3
Attention Perception & Psychophysics,Q3
Journal of Medical Biochemistry,Q4
"INTERNATIONAL JOURNAL OF
COMPARATIVE SOCIOLOGY",Q2
"INTERNATIONAL JOURNAL OF NONLINEAR SCIENCES AND NUMERICAL
SIMULATION",Q2
LIMNOLOGY,Q3
"Journal of Gynecology Obstetrics and
Human Reproduction",Q4
"Journal of Berry Research
JOURNAL OF PHYSICAL ORGANIC CHEMISTRY",Q3
EXPERIMENTAL ASTRONOMY,Q3
BEHAVIORAL NEUROSCIENCE,Q4
MACHINING SCIENCE AND TECHNOLOGY,Q3
THEORETICAL CHEMISTRY ACCOUNTS,Q4
CULTURE HEALTH & SEXUALITY,Q2
International Journal of Sexual Health,Q2
Policy Studies,Q3
COMPUTING IN SCIENCE & ENGINEERING,Q3
"JOURNAL OF EDUCATIONAL
ADMINISTRATION",Q3
"Clinical Pharmacology in Drug
Development",Q4
INFANT MENTAL HEALTH JOURNAL,Q3
JOURNAL OF CHEMICAL SCIENCES,Q3
Tumori Journal,Q4
ETHICS & BEHAVIOR,Q2
"SIAM JOURNAL ON APPLIED
MATHEMATICS",Q2
"BRITISH JOURNAL OF DEVELOPMENTAL
PSYCHOLOGY",Q3
"VETERINARY CLINICS OF NORTH AMERICA-
SMALL ANIMAL PRACTICE",Q2
"INTERNATIONAL JOURNAL OF
DEVELOPMENTAL BIOLOGY",Q4
JOURNAL OF BIOSOCIAL SCIENCE,Q3
FISHERIES SCIENCE,Q3
Landscape and Ecological Engineering,Q3
ADVANCES IN NURSING SCIENCE,Q2
ACTA HISTOCHEMICA,Q4
"CHEMICAL PAPERS
TRANSACTIONS OF THE INSTITUTE OF MEASUREMENT AND CONTROL",Q3
WIRELESS COMMUNICATIONS & MOBILE,Q3
"COMPUTING
CIN-COMPUTERS INFORMATICS NURSING",Q3
Hamostaseologie,Q4
JOURNAL OF CLINICAL PHARMACY AND THERAPEUTICS,Q4
International Journal of General Medicine,Q3
ASIAN JOURNAL OF SOCIAL PSYCHOLOGY,Q4
Marine Genomics,Q4
COMPUTATIONAL INTELLIGENCE,Q3
"Journal of Gastrointestinal and Liver
Diseases",Q4
"Revista da Sociedade Brasileira de
Medicina Tropical",Q3
ANIMAL BIOTECHNOLOGY,Q2
BIOREMEDIATION JOURNAL,Q4
"AUSTRALIAN JOURNAL OF PUBLIC
ADMINISTRATION",Q3
"PHYSIOLOGICAL RESEARCH
Continuum-Journal of Media & Cultural",Q4
Studies,Q3
Contemporary Nurse,Q2
"Horticulture Environment and
Biotechnology",Q2
QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,Q3
CANADIAN JOURNAL ON AGING-REVUE CANADIENNE DU VIEILLISSEMENT,Q3
"NUMERICAL LINEAR ALGEBRA WITH
APPLICATIONS",Q1
JOURNAL OF BIOACTIVE AND,Q3
COMPATIBLE POLYMERS,Q4
Urban Research & Practice,Q4
SCHOOL PSYCHOLOGY REVIEW,Q3
"JOURNAL OF ORAL AND MAXILLOFACIAL
SURGERY",Q4
"JOURNAL OF THE BRAZILIAN CHEMICAL
SOCIETY",Q3
Annals of Diagnostic Pathology,Q3
"CRYOGENICS
WETLANDS ECOLOGY AND MANAGEMENT",Q3
PROPELLANTS EXPLOSIVES PYROTECHNICS,Q3
SOUTH AFRICAN JOURNAL OF SCIENCE,Q3
Clinical Psychologist,Q3
COMBUSTION SCIENCE AND,Q3
TECHNOLOGY,Q4
"BRITISH EDUCATIONAL RESEARCH
JOURNAL",Q3
MATERIALES DE CONSTRUCCION,Q3
Studies in Continuing Education,Q3
MEDICAL PRINCIPLES AND PRACTICE,Q3
Public Health Genomics,Q3
EXPERIMENTAL PARASITOLOGY,Q3
Journal of Hospice & Palliative Nursing,Q2
MINERALOGICAL MAGAZINE,Q2
"Canadian Respiratory Journal
HUMAN PSYCHOPHARMACOLOGY-",Q4
CLINICAL AND EXPERIMENTAL,Q4
HISTOLOGY AND HISTOPATHOLOGY,Q3
JOURNAL OF SCHEDULING,Q3
PEDIATRIC ANESTHESIA,Q3
International Journal of Biomathematics,Q3
PEDOBIOLOGIA,Q3
GEOLOGICAL JOURNAL,Q3
SKELETAL RADIOLOGY,Q3
MACROMOLECULAR RESEARCH,Q3
STEEL RESEARCH INTERNATIONAL,Q2
TRANSFUSION CLINIQUE ET BIOLOGIQUE,Q4
"AGRICULTURAL AND FOREST
ENTOMOLOGY",Q2
POST-COMMUNIST ECONOMIES,Q2
Journal of Comparative Policy Analysis,Q3
MAGNESIUM RESEARCH,Q4
Aquatic Biology,Q2
GROWTH HORMONE & IGF RESEARCH,Q4
Spatial Statistics,Q2
Open Medicine,Q3
Body & Society,Q3
"CLINICAL PHYSIOLOGY AND FUNCTIONAL
IMAGING",Q4
EVALUATION REVIEW,Q2
COMPLEXITY,Q2
PATHOLOGY INTERNATIONAL,Q3
Social Theory & Health,Q4
Personalized Medicine,Q4
"AURIS NASUS LARYNX
JOURNAL OF ATMOSPHERIC AND SOLAR- TERRESTRIAL PHYSICS",Q3
"JOURNAL OF THE AMERICAN
PHARMACISTS ASSOCIATION",Q4
MATHEMATICS OF COMPUTATION,Q2
CONCURRENT ENGINEERING-RESEARCH,Q3
AND APPLICATIONS,Q3
"JOURNAL OF PSYCHOPATHOLOGY AND
BEHAVIORAL ASSESSMENT",Q3
Health Economics Review,Q2
IEEE Computer Architecture Letters,Q3
ACTA SCIENTIARUM-AGRONOMY,Q2
WEED RESEARCH,Q2
JOURNAL OF EDUCATIONAL AND,Q2
BEHAVIORAL STATISTICS,Q3
JOURNAL OF HYDRAULIC RESEARCH,Q3
JOURNAL OF CLINICAL NEUROSCIENCE,Q4
DEVELOPMENT GENES AND EVOLUTION,Q4
"KSCE Journal of Civil Engineering
Early Education and Development",Q3
Journal of Renewable Materials,Q3
"GEOBIOS
EURASIP Journal on Audio Speech and Music Processing",Q2
DEVELOPMENTAL NEUROPSYCHOLOGY,Q3
ANAIS BRASILEIROS DE DERMATOLOGIA,Q3
IET Power Electronics,Q3
COMPUTER APPLICATIONS IN,Q3
ENGINEERING EDUCATION,Q4
"JOURNAL OF BUSINESS AND TECHNICAL
COMMUNICATION",Q3
"Critical Criminology
JOURNAL OF AGING AND PHYSICAL ACTIVITY",Q2
CURRENT OPINION IN CARDIOLOGY,Q4
ACTA PALAEONTOLOGICA POLONICA,Q2
Peacebuilding,Q2
OPTOMETRY AND VISION SCIENCE,Q3
PARASITOLOGY INTERNATIONAL,Q3
ANTARCTIC SCIENCE,Q3
"JOURNAL OF THE OPTICAL SOCIETY OF AMERICA A-OPTICS IMAGE SCIENCE AND
VISION",Q3
INTERNATIONAL ANGIOLOGY,Q4
Malaysian Journal of Pathology,Q3
European Constitutional Law Review AGING NEUROPSYCHOLOGY AND COGNITION,Q1
INTERNATIONAL JOURNAL OF CONTROL,Q3
"MARINE MICROPALEONTOLOGY INQUIRY-THE JOURNAL OF HEALTH CARE
ORGANIZATION PROVISION AND",Q2
FINANCING,Q4
NORDIC JOURNAL OF PSYCHIATRY,Q4
"Advances in Materials Science and
Engineering",Q3
RESEARCH QUARTERLY FOR EXERCISE,Q3
"AND SPORT
JOURNAL OF LANGUAGE AND SOCIAL PSYCHOLOGY",Q4
Nondestructive Testing and Evaluation,Q3
JOURNAL OF COASTAL CONSERVATION,Q2
CALCOLO,Q1
"JOURNAL OF ORGANIZATIONAL CHANGE
MANAGEMENT",Q4
NEW ASTRONOMY,Q3
"EUROPEAN BIOPHYSICS JOURNAL WITH
BIOPHYSICS LETTERS",Q3
FINANCE AND STOCHASTICS,Q2
BOTANICA MARINA,Q3
IMA Journal of Management,Q2
Mathematics,Q3
CORROSION,Q2
Science and Technology for the Built,Q3
Environment,Q3
Journal of Human Development and Capabilities,Q3
ALLERGOLOGIA ET IMMUNOPATHOLOGIA,Q4
MONTHLY LABOR REVIEW,Q3
Demonstratio Mathematica,Q1
Revista Mexicana de Ingenieria Quimica,Q3
VANDERBILT LAW REVIEW,Q1
"American Journal of Hospice & Palliative
Medicine",Q4
BMC Urology,Q3
"Reproductive Biology
SIAM-ASA Journal on Uncertainty Quantification",Q4
IRISH JOURNAL OF MEDICAL SCIENCE,Q3
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL LEARNING AND COGNITION,Q2
"CLINICAL AND EXPERIMENTAL
HYPERTENSION",Q4
FISHERIES MANAGEMENT AND ECOLOGY,Q3
Science and Public Policy,Q4
"International Journal of Applied Glass
Science",Q2
GENETICS AND MOLECULAR BIOLOGY,Q4
EASTERN MEDITERRANEAN HEALTH,Q3
JOURNAL,Q4
Clinical Child Psychology and Psychiatry,Q3
Journal of Immigrant & Refugee Studies,Q3
BMC Ophthalmology,Q3
Child Abuse Review,Q2
"Journal of Periodontal and Implant
Science",Q4
Romanian Reports in Physics,Q3
"PLANETARY AND SPACE SCIENCE
Journal of Policy and Practice in Intellectual Disabilities",Q3
Integrative Zoology,Q2
RADIOCHIMICA ACTA,Q2
ECONOMICS OF EDUCATION REVIEW,Q2
"Molecular Genetics and Metabolism
Reports",Q4
Gesunde Pflanzen,Q2
Economic Systems Research JOURNAL OF COMPUTER ASSISTED TOMOGRAPHY,Q3
RUBBER CHEMISTRY AND TECHNOLOGY,Q3
ELECTORAL STUDIES,Q2
"MICROSURGERY
CALCULUS OF VARIATIONS AND PARTIAL DIFFERENTIAL EQUATIONS",Q3
"Information Development
Arhiv za Higijenu Rada i Toksikologiju-
Archives of Industrial Hygiene and",Q3
Toxicology,Q4
Anthropological Theory,Q2
Journal of Optics,Q3
Scandinavian Journal of Occupational Therapy,Q2
AMERICAN CERAMIC SOCIETY BULLETIN,Q2
NEUROPATHOLOGY,Q3
PHYSICAL GEOGRAPHY,Q3
"ARTHROPOD STRUCTURE &
DEVELOPMENT",Q2
CANCER JOURNAL,Q4
Annual Reports on NMR Spectroscopy,Q3
EVOLUTIONARY ECOLOGY,Q3
PACIFIC REVIEW,Q1
PUBLIUS-THE JOURNAL OF FEDERALISM,Q2
"CANADIAN JOURNAL OF PLANT
PATHOLOGY",Q3
Asian Journal of Communication,Q3
WETLANDS,Q3
International Relations,Q2
Entertainment Computing,Q3
Microscopy,Q3
"PALAEONTOGRAPHICA ABTEILUNG A-
PALAOZOOLOGIE-STRATIGRAPHIE",Q2
INTERNATIONAL SOCIAL WORK INTERNATIONAL DEVELOPMENT PLANNING REVIEW,Q2
Australian Journal of General Practice,Q3
"SIAM JOURNAL ON MATHEMATICAL
ANALYSIS",Q2
Dyna,Q3
SURFACE SCIENCE,Q3
Mathematical Sciences,Q1
"Medical Molecular Morphology PEDIATRIC HEMATOLOGY AND
ONCOLOGY",Q3
"International Journal of Cognitive
Therapy",Q3
Swiss Journal of Palaeontology,Q2
"COPD-Journal of Chronic Obstructive
Pulmonary Disease",Q4
JOURNAL OF INSECT SCIENCE,Q2
Journal of Wound Care,Q3
DYSLEXIA,Q2
Global Health Promotion,Q3
"JOURNAL OF ADDICTIVE DISEASES JOURNAL OF INFECTION AND
CHEMOTHERAPY",Q4
EXPERIMENTAL BRAIN RESEARCH,Q4
Lifestyle Genomics,Q4
ATMOSFERA,Q4
MATERIALS SCIENCE AND TECHNOLOGY,Q2
FULLERENES NANOTUBES AND CARBON,Q3
NANOSTRUCTURES,Q4
"Abacus-A Journal of Accounting Finance
and Business Studies",Q3
Australian Journal of Rural Health,Q2
Journal of Health Organization and Management,Q4
Journal of Economic Policy Reform,Q3
LOCAL GOVERNMENT STUDIES,Q2
ANNALES SOCIETATIS GEOLOGORUM POLONIAE,Q2
JOURNAL OF WATERWAY PORT COASTAL,Q3
AND OCEAN ENGINEERING,Q3
Journal of Veterinary Research,Q2
Nations and Nationalism,Q1
"JOURNAL OF THE OPTICAL SOCIETY OF
AMERICA B-OPTICAL PHYSICS",Q3
ADVANCED ROBOTICS,Q4
TRANSFUSION MEDICINE,Q4
AREA,Q3
SCHOOL PSYCHOLOGY INTERNATIONAL,Q3
TRIBOLOGY TRANSACTIONS,Q3
"ECOLOGICAL RESEARCH
Journal of the American Psychiatric Nurses Association",Q3
INTERNATIONAL JOURNAL OF CLINICAL AND EXPERIMENTAL HYPNOSIS,Q4
Psychology of Learning and Motivation,Q4
"Egyptian Journal of Biological Pest
Control",Q2
Educational Philosophy and Theory,Q3
Communication Culture & Critique,Q3
"CUAJ-Canadian Urological Association
Journal",Q4
"MEDICINE SCIENCE AND THE LAW JOURNAL OF COLLEGE STUDENT
DEVELOPMENT",Q1
"International Journal of Science and
Mathematics Education",Q3
IET Nanobiotechnology,Q4
Applied Neuropsychology-Adult,Q4
COLORATION TECHNOLOGY,Q2
DYNAMICS OF ATMOSPHERES AND,Q3
OCEANS,Q4
"BULLETIN OF ENTOMOLOGICAL
RESEARCH",Q2
SEMICONDUCTOR SCIENCE AND,Q3
TECHNOLOGY,Q3
"ACTA VETERINARIA SCANDINAVICA
JOURNAL OF ELECTRONIC MATERIALS",Q2
Review of European Comparative & International Environmental Law,Q2
CLINICAL EEG AND NEUROSCIENCE,Q4
"Journal of Pediatric and Adolescent
Gynecology",Q3
JOURNAL OF VASCULAR RESEARCH,Q4
JOURNAL OF ETHNOBIOLOGY,Q2
Victims & Offenders,Q2
"Social Anthropology
BIOACOUSTICS-THE INTERNATIONAL JOURNAL OF ANIMAL SOUND AND ITS
RECORDING",Q2
GEMS & GEMOLOGY,Q2
Avian Research,Q1
JOURNAL OF GEOGRAPHY,Q3
Applied Spatial Analysis and Policy,Q3
JOURNAL OF DISPERSION SCIENCE AND TECHNOLOGY,Q4
JOGNN-JOURNAL OF OBSTETRIC GYNECOLOGIC AND NEONATAL NURSING,Q3
Drug Metabolism and Pharmacokinetics International Journal of Precision Engineering and Manufacturing,Q4
JOURNAL OF SPINAL CORD MEDICINE,Q4
CYTOTECHNOLOGY,Q4
JOURNAL OF DIFFERENTIAL GEOMETRY,Q1
"Journal of Comparative Effectiveness
Research",Q4
International Journal of Aeroacoustics,Q2
Expert Review of Pharmacoeconomics &,Q4
Outcomes Research,Q4
Journal of Engineering Thermophysics,Q3
"ANNALS OF APPLIED PROBABILITY INTERNATIONAL JOURNAL OF VEHICLE
DESIGN",Q2
COMPARATIVE EDUCATION REVIEW,Q3
"NEUROLOGIA MEDICO-CHIRURGICA
IEEE TRANSACTIONS ON ELECTROMAGNETIC COMPATIBILITY",Q3
Journal of Contemporary Criminal Justice,Q2
"JOURNAL OF MATERIALS ENGINEERING
AND PERFORMANCE",Q4
GEOPHYSICAL PROSPECTING,Q3
COMPUTATIONAL STATISTICS & DATA,Q2
ANALYSIS,Q4
"ARQUIVOS DE NEURO-PSIQUIATRIA
British Journal of Politics & International Relations",Q4
JOURNAL OF HETEROCYCLIC CHEMISTRY,Q3
JOURNAL OF DOCUMENTATION,Q3
CLINICAL BIOMECHANICS,Q3
Systems Engineering,Q3
Journal of Housing and the Built Environment,Q4
Health Promotion Journal of Australia,Q4
TETRAHEDRON LETTERS,Q3
SAGE Open,Q2
Medical Law Review,Q2
CREATIVITY RESEARCH JOURNAL,Q3
Archives of Endocrinology Metabolism,Q4
TRANSPLANT IMMUNOLOGY,Q3
"JOURNAL OF NUTRITIONAL SCIENCE AND
VITAMINOLOGY",Q4
"RHEUMATIC DISEASE CLINICS OF NORTH
AMERICA",Q4
Evolutionary Bioinformatics,Q3
Foot and Ankle Clinics MULTIDIMENSIONAL SYSTEMS AND SIGNAL PROCESSING,Q3
LAND ECONOMICS,Q3
BMC Surgery,Q3
"REVISTA ARGENTINA DE MICROBIOLOGIA
International Journal of Sports Science & Coaching",Q4
INTERNATIONAL OPHTHALMOLOGY,Q3
Journal of Institutional Economics,Q3
Turkish Journal of Hematology,Q4
JOURNAL OF AOAC INTERNATIONAL,Q3
ZOOLOGY,Q2
JOURNAL OF DAIRY RESEARCH,Q2
INNOVATIONS IN EDUCATION AND TEACHING INTERNATIONAL,Q3
ENGINEERING & SCIENCES,Q2
DEFENCE AND PEACE ECONOMICS,Q3
Mammal Research,Q2
PROTEIN EXPRESSION AND PURIFICATION,Q4
Current Topics in Membranes,Q3
Physical Mesomechanics,Q3
Earthquakes and Structures,Q3
Materials Research Express,Q4
ANZ JOURNAL OF SURGERY,Q3
,Q3
Journal of Experimental Nanoscience,Q4
"Information Retrieval Journal
Tobacco Regulatory Science",Q3
MINERVA BIOTECNOLOGICA,Q4
BMC Medical Genetics,Q4
"INTERNATIONAL MIGRATION JOURNAL OF INEQUALITIES AND
APPLICATIONS",Q3
POLITICAL QUARTERLY,Q2
"Journal of the European Optical Society-
Rapid Publications",Q3
Proceedings of the Institution of Mechanical Engineers Part O-Journal of Risk and Reliability,Q3
COMMON MARKET LAW REVIEW,Q2
Polish Journal of Microbiology,Q4
TRANSPORTATION RESEARCH RECORD,Q3
BRITISH JOURNAL OF ORAL &,Q3
MAXILLOFACIAL SURGERY,Q4
Legal Medicine,Q3
Journal of the Society for Information,Q3
"Display
RADIATION AND ENVIRONMENTAL",Q4
BIOPHYSICS,Q4
FAMILY & COMMUNITY HEALTH,Q3
"WIRELESS PERSONAL COMMUNICATIONS
Journal of Clinical Research in Pediatric Endocrinology",Q3
ENVIRONMENTAL MODELING & ASSESSMENT,Q4
KNOWLEDGE ENGINEERING REVIEW,Q3
Journal of Immigrant and Minority Health,Q4
BREEDING SCIENCE,Q2
JOURNAL OF GENERAL PSYCHOLOGY,Q3
NEW LEFT REVIEW,Q2
WASHINGTON QUARTERLY,Q2
Mind Brain and Education,Q3
ACM Journal on Emerging Technologies in,Q3
Computing Systems,Q3
Journal of Thermal Science,Q3
"HealthCare-The Journal of Delivery
Science and Innovation",Q4
MICROSYSTEM TECHNOLOGIES-MICRO-,Q3
"AND NANOSYSTEMS-INFORMATION
STORAGE AND PROCESSING SYSTEMS",Q4
"OPHTHALMIC PLASTIC AND
RECONSTRUCTIVE SURGERY",Q3
"East Asian Journal on Applied
Mathematics",Q2
MINERALOGY AND PETROLOGY,Q3
JOURNAL OF GENDER STUDIES,Q2
ACTA CHROMATOGRAPHICA,Q4
Asia Pacific Business Review,Q4
Near Surface Geophysics,Q3
"DRUGS-EDUCATION PREVENTION AND
POLICY",Q4
GEOFLUIDS,Q2
ETHNICITY & DISEASE,Q4
"Journal of Aquatic Food Product
Technology",Q4
Iranian Journal of Fuzzy Systems,Q1
AMERICAN JOURNAL OF HEALTH BEHAVIOR,Q4
JOURNAL OF PROPULSION AND POWER COMPUTATIONAL OPTIMIZATION AND APPLICATIONS,Q2
Demographic Research,Q3
"JOURNAL OF VISION
CALPHAD-COMPUTER COUPLING OF",Q3
PHASE DIAGRAMS AND THERMOCHEMISTRY,Q4
PEDIATRIC SURGERY INTERNATIONAL,Q3
WORLD ECONOMY,Q2
Journal of Mental Health Research in,Q2
Intellectual Disabilities,Q4
"ALTERNATIVES
ULTRASONIC IMAGING",Q2
Earth Interactions,Q3
JOURNAL OF OCEANOGRAPHY,Q3
Clinical Mass Spectrometry,Q3
Records of Natural Products,Q3
HETEROCYCLIC COMMUNICATIONS,Q3
JOURNAL OF SOLUTION CHEMISTRY,Q4
"RUSSIAN MATHEMATICAL SURVEYS
Pharmacogenetics and Genomics",Q1
JOURNAL OF ELDER ABUSE & NEGLECT,Q3
Canadian Water Resources Journal,Q3
"Journal of the Korean Astronomical
Society",Q3
International & Comparative Law Quarterly,Q2
Journal of Engineered Fibers and Fabrics,Q2
"SINGAPORE JOURNAL OF TROPICAL
GEOGRAPHY",Q3
"International Journal of Osteopathic
Medicine",Q3
"EMERGENCY MEDICINE CLINICS OF
NORTH AMERICA",Q3
JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,Q3
Sahara J-Journal of Social Aspects of HIV- AIDS,Q4
Journal of Fixed Point Theory and Applications,Q1
WEB ECOLOGY,Q3
"JOURNAL OF FLUIDS ENGINEERING-
TRANSACTIONS OF THE ASME",Q3
PEDIATRIC DERMATOLOGY,Q3
XENOBIOTICA,Q4
JOURNAL OF GLOBAL OPTIMIZATION,Q2
Sexual Health,Q4
"ENFERMEDADES INFECCIOSAS Y
MICROBIOLOGIA CLINICA",Q4
SCIENCE & JUSTICE,Q3
JOURNAL OF ELECTRON SPECTROSCOPY AND RELATED PHENOMENA,Q3
"SCANDINAVIAN CARDIOVASCULAR
JOURNAL",Q4
MICROELECTRONICS JOURNAL,Q3
Nutrition Research and Practice,Q4
Journal of Agromedicine,Q4
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART K-,Q3
JOURNAL OF MULTI-BODY DYNAMICS,Q3
APPLIED IMMUNOHISTOCHEMISTRY &,Q3
MOLECULAR MORPHOLOGY,Q3
Journal of Youth Studies,Q3
Cardiology Research and Practice,Q4
PLANT ECOLOGY,Q2
Journal of Advanced Prosthodontics,Q4
Affilia-Feminist Inquiry in Social Work INTERNATIONAL JOURNAL OF RF AND MICROWAVE COMPUTER-AIDED ENGINEERING,Q2
JOURNAL OF APPLIED ANIMAL RESEARCH,Q2
NEUROREHABILITATION,Q3
QUANTITATIVE FINANCE,Q2
