Global Economic Review,ECONOMICS - SSCI(Q3),,
"PLASMA SCIENCE & TECHNOLOGY BRITISH JOURNAL OF SOCIOLOGY OF
EDUCATION","PHYSICS, FLUIDS & PLASMAS - SCIE(Q3)
SOCIOLOGY - SSCI(Q3); EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q3)",,
Natural Language Engineering,"LANGUAGE & LINGUISTICS - AHCI(N/A); LINGUISTICS -
SSCI(Q2); COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q4)",,
POLYMERS & POLYMER COMPOSITES,"POLYMER SCIENCE - SCIE(Q3); MATERIALS SCIENCE,
CHARACTERIZATION & TESTING - SCIE(Q3); MATERIALS SCIENCE, COMPOSITES - SCIE(Q4)",,
Journal of Psychiatric Practice,PSYCHIATRY - SCIE(Q4),,
JOURNAL OF LAW & ECONOMICS,LAW - SSCI(Q2); ECONOMICS - SSCI(Q3),,
Journal of Spatial Science,"GEOGRAPHY, PHYSICAL - SCIE(Q3); REMOTE SENSING - SCIE(Q4)",,
NEW GENETICS AND SOCIETY,"HISTORY & PHILOSOPHY OF SCIENCE - SSCI(Q1); SOCIAL ISSUES - SSCI(Q3); BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q4); SOCIAL SCIENCES, BIOMEDICAL - SSCI(Q4); GENETICS & HEREDITY - SCIE(Q4)",,
Journal of Pediatric Health Care,"NURSING - SSCI(Q3); NURSING - SCIE(Q3); PEDIATRICS -
SCIE(Q3); HEALTH POLICY & SERVICES - SSCI(Q4)",,
PHYSICS AND CHEMISTRY OF LIQUIDS,"PHYSICS, CONDENSED MATTER - SCIE(Q3); CHEMISTRY,
PHYSICAL - SCIE(Q4)",,
Sao Paulo Medical Journal,"MEDICINE, GENERAL & INTERNAL - SCIE(Q3)",,
PEDIATRIC CARDIOLOGY,"PEDIATRICS - SCIE(Q3); CARDIAC & CARDIOVASCULAR
SYSTEMS - SCIE(Q4)",,
Australian Health Review,"HEALTH POLICY & SERVICES - SSCI(Q4); HEALTH CARE
SCIENCES & SERVICES - SCIE(Q4)",,
INTERNATIONAL JOURNAL OF POLYMER ANALYSIS AND CHARACTERIZATION,POLYMER SCIENCE - SCIE(Q4),,
MENDELEEV COMMUNICATIONS,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q3)",,
Emotion Space and Society,"GEOGRAPHY - SSCI(Q3); SOCIAL SCIENCES,
INTERDISCIPLINARY - SSCI(Q3)",,
"Australasian Psychiatry International Journal of Health
Economics and Management","PSYCHIATRY - SSCI(Q4); PSYCHIATRY - SCIE(Q4) BUSINESS, FINANCE - SSCI(Q3); ECONOMICS - SSCI(Q3);
HEALTH POLICY & SERVICES - SSCI(Q4)",,
JOURNAL OF FAMILY THERAPY,"FAMILY STUDIES - SSCI(Q3); PSYCHOLOGY, CLINICAL -
SSCI(Q4)",,
"JAVMA-JOURNAL OF THE AMERICAN
VETERINARY MEDICAL ASSOCIATION",VETERINARY SCIENCES - SCIE(Q2),,
Language Resources and Evaluation,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS -
SCIE(Q4)",,
"SOUTHERN AFRICAN JOURNAL OF HIV
MEDICINE",VIROLOGY - SCIE(Q4); INFECTIOUS DISEASES - SCIE(Q4),,
LANGUAGE AND SPEECH,"LINGUISTICS - SSCI(Q2); AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY - SCIE(Q3); PSYCHOLOGY, EXPERIMENTAL - SSCI(Q4)",,
AMERICAN JOURNAL OF MATHEMATICS,MATHEMATICS - SCIE(Q1),,
BIOTECHNIC & HISTOCHEMISTRY,"CELL BIOLOGY - SCIE(Q4); BIOTECHNOLOGY & APPLIED
MICROBIOLOGY - SCIE(Q4)",,
"Disability and Rehabilitation-Assistive
Technology",REHABILITATION - SSCI(Q3),,
Endocrinologia Diabetes y Nutricion,ENDOCRINOLOGY & METABOLISM - SCIE(Q4); NUTRITION & DIETETICS - SCIE(Q4),,
Journal of Australian Political Economy,POLITICAL SCIENCE - SSCI(Q3); ECONOMICS - SSCI(Q3),,
INDUSTRIAL RELATIONS,INDUSTRIAL RELATIONS & LABOR - SSCI(Q3),,
Acta Montanistica Slovaca,"MINING & MINERAL PROCESSING - SCIE(Q3); GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q4)",,
OPTIMIZATION METHODS & SOFTWARE,"MATHEMATICS, APPLIED - SCIE(Q2); COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE(Q3); OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE(Q3)",,
International Journal of Food Engineering,FOOD SCIENCE & TECHNOLOGY - SCIE(Q4),,
INTERNATIONAL JOURNAL OF REHABILITATION RESEARCH,REHABILITATION - SCIE(Q3); REHABILITATION - SSCI(Q3),,
MATERIALS AND CORROSION- WERKSTOFFE UND KORROSION,"METALLURGY & METALLURGICAL ENGINEERING - SCIE(Q3); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q4)",,
Journal of Behavioral and Experimental Economics,ECONOMICS - SSCI(Q3),,
CONCURRENCY AND COMPUTATION- PRACTICE & EXPERIENCE,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE(Q3); COMPUTER SCIENCE, THEORY & METHODS - SCIE(Q3)",,
"BIOPHARMACEUTICS & DRUG
DISPOSITION",PHARMACOLOGY & PHARMACY - SCIE(Q4),,
JOURNAL OF FAMILY ISSUES,FAMILY STUDIES - SSCI(Q3),,
ENVIRONMENTAL VALUES,ETHICS - SSCI(Q2); ENVIRONMENTAL STUDIES - SSCI(Q4),,
JOURNAL OF CRYSTAL GROWTH,"PHYSICS, APPLIED - SCIE(Q3); CRYSTALLOGRAPHY - SCIE(Q3); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q4)",,
Child & Family Social Work,SOCIAL WORK - SSCI(Q3); FAMILY STUDIES - SSCI(Q3),,
Emerging Adulthood,"FAMILY STUDIES - SSCI(Q3); PSYCHOLOGY, DEVELOPMENTAL SSCI(Q4); PSYCHOLOGY, SOCIAL - SSCI(Q4)",,
Inzinerine Ekonomika-Engineering Economics,ECONOMICS - SSCI(Q3),,
International Journal of Biostatistics,STATISTICS & PROBABILITY - SCIE(Q2); MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE(Q3),,
Methods in Cell Biology,CELL BIOLOGY - SCIE(Q4),,
International Journal of Occupational Medicine and Environmental Health,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q4)",,
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART D-,"ENGINEERING, MECHANICAL - SCIE(Q3); TRANSPORTATION",,
JOURNAL OF AUTOMOBILE ENGINEERING,SCIENCE & TECHNOLOGY - SCIE(Q4),,
POST-SOVIET AFFAIRS,AREA STUDIES - SSCI(Q1); ECONOMICS - SSCI(Q3); POLITICAL SCIENCE - SSCI(Q3),,
Optical Switching and Networking,"OPTICS - SCIE(Q3); COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q4); TELECOMMUNICATIONS - SCIE(Q4)",,
APPLIED PSYCHOLINGUISTICS,"LINGUISTICS - SSCI(Q2); PSYCHOLOGY, EXPERIMENTAL -
SSCI(Q4)",,
Journal of Eastern African Studies,AREA STUDIES - SSCI(Q1),,
First Language,"LANGUAGE & LINGUISTICS - AHCI(N/A); LINGUISTICS -
SSCI(Q2); PSYCHOLOGY, DEVELOPMENTAL - SSCI(Q4)",,
"ACTA VIROLOGICA
JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS","VIROLOGY - SCIE(Q4)
ECONOMICS - SSCI(Q3); AGRICULTURAL ECONOMICS & POLICY - SCIE(Q4)",,
Studies in Informatics and Control,"AUTOMATION & CONTROL SYSTEMS - SCIE(Q3); OPERATIONS RESEARCH & MANAGEMENT SCIENCE -
SCIE(Q3)",,
JOURNAL OF PHYTOPATHOLOGY,PLANT SCIENCES - SCIE(Q3),,
Geneva Risk and Insurance Review,"ECONOMICS - SSCI(Q3); BUSINESS, FINANCE - SSCI(Q3)",,
Journal of Real Estate Research,"BUSINESS, FINANCE - SSCI(Q3); ECONOMICS - SSCI(Q3)",,
Italian Journal of Geosciences,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q4)",,
Transformations in Business & Economics,ECONOMICS - SSCI(Q3); BUSINESS - SSCI(Q4),,
Axioms,"MATHEMATICS, APPLIED - SCIE(Q2)",,
Research in the Mathematical Sciences,MATHEMATICS - SCIE(Q1),,
IET Microwaves Antennas & Propagation,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q3);
TELECOMMUNICATIONS - SCIE(Q4)",,
International Heart Journal,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q4),,
Asia Pacific Education Review,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q3),,
"SOUTHERN CALIFORNIA LAW REVIEW PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART E- JOURNAL OF PROCESS MECHANICAL
ENGINEERING","LAW - SSCI(Q2)
ENGINEERING, MECHANICAL - SCIE(Q3)",,
BERNOULLI,STATISTICS & PROBABILITY - SCIE(Q2),,
PLANT SPECIES BIOLOGY,PLANT SCIENCES - SCIE(Q3); ECOLOGY - SCIE(Q3),,
PRESSE MEDICALE,"MEDICINE, GENERAL & INTERNAL - SCIE(Q3)",,
Vocations and Learning,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q3),,
"COMPUTERS & GRAPHICS-UK
International Journal of Speech-Language","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE(Q3) LINGUISTICS - SSCI(Q2); REHABILITATION - SSCI(Q3);
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY - SCIE(Q3);",,
Pathology,REHABILITATION - SCIE(Q3),,
"JOURNAL OF LIBRARIANSHIP AND
INFORMATION SCIENCE",INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI(Q3),,
GEOTECHNICAL TESTING JOURNAL,"ENGINEERING, GEOLOGICAL - SCIE(Q4); GEOSCIENCES,
MULTIDISCIPLINARY - SCIE(Q4)",,
ARCHIVES DE PEDIATRIE,PEDIATRICS - SCIE(Q4),,
"African Studies Review
Journal of Dynamics and Differential Equations","AREA STUDIES - SSCI(Q1)
MATHEMATICS - SCIE(Q1); MATHEMATICS, APPLIED - SCIE(Q2)",,
IET Signal Processing,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q3)",,
Journal of Burn Care & Research,"SURGERY - SCIE(Q3); DERMATOLOGY - SCIE(Q4); CRITICAL
CARE MEDICINE - SCIE(Q4)",,
"CONFLICT MANAGEMENT AND PEACE
SCIENCE",INTERNATIONAL RELATIONS - SSCI(Q3),,
"ANNALES SCIENTIFIQUES DE L ECOLE
NORMALE SUPERIEURE",MATHEMATICS - SCIE(Q1),,
ZYGOTE,REPRODUCTIVE BIOLOGY - SCIE(Q4); CELL BIOLOGY - SCIE(Q4); DEVELOPMENTAL BIOLOGY - SCIE(Q4),,
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART J- JOURNAL OF ENGINEERING TRIBOLOGY,"ENGINEERING, MECHANICAL - SCIE(Q3)",,
Homeopathy,INTEGRATIVE & COMPLEMENTARY MEDICINE - SCIE(Q4),,
Interpreting,"LANGUAGE & LINGUISTICS - AHCI(N/A); LINGUISTICS -
SSCI(Q2)",,
Africa Spectrum,AREA STUDIES - SSCI(Q1),,
MEDICINE,"MEDICINE, GENERAL & INTERNAL - SCIE(Q3)",,
"JOURNAL OF ORNITHOLOGY
AJAR-African Journal of AIDS Research","ORNITHOLOGY - SCIE(Q1)
PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q4); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL
HEALTH - SSCI(Q4)",,
PLANT MOLECULAR BIOLOGY REPORTER,"PLANT SCIENCES - SCIE(Q3); BIOCHEMICAL RESEARCH
METHODS - SCIE(Q4)",,
Linguistic Approaches to Bilingualism,"LANGUAGE & LINGUISTICS - AHCI(N/A); LINGUISTICS -
SSCI(Q2)",,
Journal of the Knowledge Economy,ECONOMICS - SSCI(Q3),,
WEED BIOLOGY AND MANAGEMENT,AGRONOMY - SCIE(Q3); PLANT SCIENCES - SCIE(Q3),,
Marine Biodiversity,"BIODIVERSITY CONSERVATION - SCIE(Q3); MARINE &
FRESHWATER BIOLOGY - SCIE(Q3)",,
"Current Opinion in Otolaryngology &
Head and Neck Surgery",OTORHINOLARYNGOLOGY - SCIE(Q3),,
HEART AND VESSELS,"PERIPHERAL VASCULAR DISEASE - SCIE(Q4); CARDIAC &
CARDIOVASCULAR SYSTEMS - SCIE(Q4)",,
"RUSSIAN JOURNAL OF COORDINATION
CHEMISTRY","CHEMISTRY, INORGANIC & NUCLEAR - SCIE(Q3)",,
JOURNAL OF ELECTROCERAMICS,"MATERIALS SCIENCE, CERAMICS - SCIE(Q3)",,
COLLEGE & RESEARCH LIBRARIES,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI(Q3),,
European Journal of Integrative Medicine,INTEGRATIVE & COMPLEMENTARY MEDICINE - SCIE(Q4),,
"SOFTWARE QUALITY JOURNAL
Disaster Prevention and Management","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE(Q3) MANAGEMENT - SSCI(Q4); ENVIRONMENTAL STUDIES - SSCI(Q4); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL
HEALTH - SSCI(Q4)",,
AQUATIC GEOCHEMISTRY,GEOCHEMISTRY & GEOPHYSICS - SCIE(Q3),,
Journal of Signal Processing Systems for Signal Image and Video Technology,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q3); COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q4)",,
"New Directions for Child and Adolescent
Development","PSYCHOLOGY, DEVELOPMENTAL - SSCI(Q4)",,
"ANAIS DA ACADEMIA BRASILEIRA DE
CIENCIAS",MULTIDISCIPLINARY SCIENCES - SCIE(Q3),,
"Journal of Mechanical Science and
Technology","ENGINEERING, MECHANICAL - SCIE(Q3)",,
Animal Reproduction,"AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE(Q3)",,
Central Asian Survey,AREA STUDIES - SSCI(Q2),,
ANNALS OF NUCLEAR ENERGY,NUCLEAR SCIENCE & TECHNOLOGY - SCIE(Q2),,
"RENDICONTI LINCEI-SCIENZE FISICHE E
NATURALI",MULTIDISCIPLINARY SCIENCES - SCIE(Q3),,
Science Technology and Society,MANAGEMENT - SSCI(Q4),,
BIOCONTROL SCIENCE AND TECHNOLOGY,"ENTOMOLOGY - SCIE(Q2); BIOTECHNOLOGY & APPLIED
MICROBIOLOGY - SCIE(Q4)",,
MECHANISMS OF DEVELOPMENT,DEVELOPMENTAL BIOLOGY - SCIE(Q4),,
Journal of Applied Economics,ECONOMICS - SSCI(Q3),,
JANAC-JOURNAL OF THE ASSOCIATION OF NURSES IN AIDS CARE,NURSING - SCIE(Q3); NURSING - SSCI(Q3),,
"JOURNAL FUR DIE REINE UND
ANGEWANDTE MATHEMATIK",MATHEMATICS - SCIE(Q1),,
PHYTOPARASITICA,ENTOMOLOGY - SCIE(Q2); PLANT SCIENCES - SCIE(Q3); AGRONOMY - SCIE(Q3),,
JOURNAL OF SPACECRAFT AND ROCKETS,"ENGINEERING, AEROSPACE - SCIE(Q3)",,
Action Research,"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI(Q3);
MANAGEMENT - SSCI(Q4)",,
"ZEITSCHRIFT FUR PADAGOGISCHE
PSYCHOLOGIE","PSYCHOLOGY, EDUCATIONAL - SSCI(Q4)",,
WEED TECHNOLOGY,AGRONOMY - SCIE(Q3); PLANT SCIENCES - SCIE(Q3),,
Collegian,NURSING - SSCI(Q3); NURSING - SCIE(Q3),,
AMERICAN HISTORICAL REVIEW,HISTORY - AHCI(N/A); HISTORY - SSCI(Q1),,
"European Journal of Developmental
Psychology","PSYCHOLOGY, DEVELOPMENTAL - SSCI(Q4)",,
NAVAL RESEARCH LOGISTICS,OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE(Q4),,
JOURNAL OF NURSING ADMINISTRATION,NURSING - SCIE(Q3); NURSING - SSCI(Q3),,
"JOURNAL OF ORTHOPAEDIC SCIENCE
Forensic Science International-Digital","ORTHOPEDICS - SCIE(Q3)
COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS -
SCIE(Q4); COMPUTER SCIENCE, INFORMATION SYSTEMS -",,
Investigation,SCIE(Q4),,
"International Journal of Forest
Engineering",FORESTRY - SCIE(Q3),,
ADULT EDUCATION QUARTERLY,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q3),,
"ALTERNATIVE THERAPIES IN HEALTH AND
MEDICINE",INTEGRATIVE & COMPLEMENTARY MEDICINE - SCIE(Q4),,
"WORK-A Journal of Prevention
Assessment & Rehabilitation","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH -
SSCI(Q4)",,
ONCOLOGY NURSING FORUM,"NURSING - SSCI(Q3); NURSING - SCIE(Q3); ONCOLOGY -
SCIE(Q4)",,
PAKISTAN VETERINARY JOURNAL,VETERINARY SCIENCES - SCIE(Q2),,
COMMUNITY ECOLOGY,ECOLOGY - SCIE(Q3),,
"SARCOIDOSIS VASCULITIS AND DIFFUSE
LUNG DISEASES",RESPIRATORY SYSTEM - SCIE(Q4),,
"CHILDHOOD-A GLOBAL JOURNAL OF
CHILD RESEARCH","SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI(Q3)",,
CRITICAL SOCIAL POLICY,"SOCIAL ISSUES - SSCI(Q3); SOCIAL SCIENCES,
INTERDISCIPLINARY - SSCI(Q3)",,
"JOURNAL OF ANIMAL SCIENCE AND
TECHNOLOGY","VETERINARY SCIENCES - SCIE(Q2); AGRICULTURE, DAIRY &
ANIMAL SCIENCE - SCIE(Q3)",,
LANGUAGE,"LANGUAGE & LINGUISTICS - AHCI(N/A); LINGUISTICS -
SSCI(Q2)",,
Nursing Philosophy,NURSING - SCIE(Q3); NURSING - SSCI(Q3),,
Acta Cardiologica Sinica,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q4),,
JOURNAL OF TROPICAL ECOLOGY,"ECOLOGY - SCIE(Q4)
HISTORY OF SOCIAL SCIENCES - SSCI(Q1); HISTORY -",,
Revista de Historia Economica,SSCI(Q1); ECONOMICS - SSCI(Q3),,
"Nordic Journal of Music Therapy
METHODS OF INFORMATION IN","REHABILITATION - SSCI(Q3)
HEALTH CARE SCIENCES & SERVICES - SCIE(Q4); COMPUTER
SCIENCE, INFORMATION SYSTEMS - SCIE(Q4); MEDICAL",,
MEDICINE,INFORMATICS - SCIE(Q4),,
"Journal of Energy & Natural Resources
Law",LAW - SSCI(Q2); ENVIRONMENTAL STUDIES - SSCI(Q4),,
Economics of Energy & Environmental,ECONOMICS - SSCI(Q3); ENVIRONMENTAL STUDIES -,,
Policy,SSCI(Q4),,
"Arab Journal of Gastroenterology
ACI STRUCTURAL JOURNAL","GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q4) CONSTRUCTION & BUILDING TECHNOLOGY - SCIE(Q3); ENGINEERING, CIVIL - SCIE(Q3); MATERIALS SCIENCE,
MULTIDISCIPLINARY - SCIE(Q4)",,
ENVIRONMENTAL BIOLOGY OF FISHES,"MARINE & FRESHWATER BIOLOGY - SCIE(Q3); ECOLOGY -
SCIE(Q4)",,
Theoretical Ecology,ECOLOGY - SCIE(Q4),,
Journal of Behavioral Finance,"BUSINESS, FINANCE - SSCI(Q3); ECONOMICS - SSCI(Q3)",,
EXPERIMENTAL ANIMALS,ZOOLOGY - SCIE(Q2); VETERINARY SCIENCES - SCIE(Q2),,
Citizenship Studies,POLITICAL SCIENCE - SSCI(Q3),,
ACTA METALLURGICA SINICA,METALLURGY & METALLURGICAL ENGINEERING - SCIE(Q3),,
Asian American Journal of Psychology,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI(Q3); ETHNIC STUDIES - SSCI(Q3)",,
HYSTRIX-Italian Journal of Mammalogy,ZOOLOGY - SCIE(Q2),,
COGNITIVE LINGUISTICS,"LANGUAGE & LINGUISTICS - AHCI(N/A); LINGUISTICS -
SSCI(Q2)",,
KYKLOS,ECONOMICS - SSCI(Q3),,
"Clinical Medicine Insights-Oncology
STRUCTURAL CHEMISTRY","ONCOLOGY - SCIE(Q4)
CRYSTALLOGRAPHY - SCIE(Q3); CHEMISTRY,
MULTIDISCIPLINARY - SCIE(Q3); CHEMISTRY, PHYSICAL - SCIE(Q4)",,
"Journal of Mechanics of Materials and
Structures","MECHANICS - SCIE(Q3); MATERIALS SCIENCE,
MULTIDISCIPLINARY - SCIE(Q4)",,
BIOLOGY & PHILOSOPHY,"HISTORY & PHILOSOPHY OF SCIENCE - AHCI(N/A); HISTORY & PHILOSOPHY OF SCIENCE - SCIE(Q1); HISTORY & PHILOSOPHY
OF SCIENCE - SSCI(Q2)",,
Emerging Materials Research,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q4)",,
"EUROPEAN JOURNAL OF PEDIATRIC
SURGERY",SURGERY - SCIE(Q3); PEDIATRICS - SCIE(Q4),,
CHEMIE INGENIEUR TECHNIK,"ENGINEERING, CHEMICAL - SCIE(Q3)",,
JOURNAL OF TROPICAL PEDIATRICS,TROPICAL MEDICINE - SCIE(Q3); PEDIATRICS - SCIE(Q4),,
JOURNAL OF FUSION ENERGY,NUCLEAR SCIENCE & TECHNOLOGY - SCIE(Q2),,
Boundary Value Problems,"MATHEMATICS - SCIE(Q1); MATHEMATICS, APPLIED -
SCIE(Q2)",,
"Journal of Mental Health Policy and
Economics","PSYCHIATRY - SSCI(Q4); HEALTH POLICY & SERVICES -
SSCI(Q4)",,
JOURNAL OF TURBOMACHINERY- TRANSACTIONS OF THE ASME,"ENGINEERING, MECHANICAL - SCIE(Q3)",,
JOURNAL OF TOXICOLOGICAL SCIENCES,TOXICOLOGY - SCIE(Q4),,
JOURNAL OF WOMEN & AGING,WOMENS STUDIES - SSCI(Q2); GERONTOLOGY - SSCI(Q4),,
"Primary Health Care Research and
Development",PRIMARY HEALTH CARE - SCIE(Q4),,
Automatika,"AUTOMATION & CONTROL SYSTEMS - SCIE(Q3);
ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q3)",,
Visual Communication,COMMUNICATION - SSCI(Q4),,
SOCIAL & LEGAL STUDIES,"LAW - SSCI(Q2); SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI(Q3); CRIMINOLOGY & PENOLOGY - SSCI(Q3)",,
Issues in Mental Health Nursing,"NURSING - SCIE(Q3); NURSING - SSCI(Q3); PSYCHIATRY -
SCIE(Q4); PSYCHIATRY - SSCI(Q4)",,
"European Business Organization Law
Review",LAW - SSCI(Q2); BUSINESS - SSCI(Q4),,
JOURNAL OF ECONOMIC THEORY,ECONOMICS - SSCI(Q3),,
"JSLS-Journal of the Society of
Laparoendoscopic Surgeons",SURGERY - SCIE(Q3),,
ELEMENTARY SCHOOL JOURNAL,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q3),,
PSYCHOLOGICAL REPORTS,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI(Q3)",,
QUALITATIVE INQUIRY,"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI(Q3)",,
LIMNETICA,"MARINE & FRESHWATER BIOLOGY - SCIE(Q3); LIMNOLOGY -
SCIE(Q3)",,
Geofizika,"GEOCHEMISTRY & GEOPHYSICS - SCIE(Q3); GEOSCIENCES,
MULTIDISCIPLINARY - SCIE(Q4); METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE(Q4)",,
Journal of Contemporary Brachytherapy,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING -
SCIE(Q4); ONCOLOGY - SCIE(Q4)",,
CRITIQUE OF ANTHROPOLOGY,ANTHROPOLOGY - SSCI(Q2),,
PHYTOPATHOLOGIA MEDITERRANEA,AGRONOMY - SCIE(Q3); PLANT SCIENCES - SCIE(Q3),,
APPLIED RADIATION AND ISOTOPES,"NUCLEAR SCIENCE & TECHNOLOGY - SCIE(Q2); CHEMISTRY, INORGANIC & NUCLEAR - SCIE(Q3); RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE(Q4)",,
"Journal of Mathematics Teacher
Education",EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q3),,
"Journal of Water Sanitation and Hygiene
for Development",WATER RESOURCES - SCIE(Q4),,
CELLULAR POLYMERS,"MATERIALS SCIENCE, BIOMATERIALS - SCIE(Q4); POLYMER
SCIENCE - SCIE(Q4)",,
CULTURAL GEOGRAPHIES,"GEOGRAPHY - SSCI(Q3); ENVIRONMENTAL STUDIES -
SSCI(Q4)",,
JOURNAL OF SPORT & SOCIAL ISSUES,"SOCIOLOGY - SSCI(Q3); HOSPITALITY, LEISURE, SPORT &
TOURISM - SSCI(Q4)",,
Surgical Innovation,SURGERY - SCIE(Q3),,
NEW ZEALAND VETERINARY JOURNAL,VETERINARY SCIENCES - SCIE(Q2),,
"INTERNATIONAL JOURNAL OF
PROSTHODONTICS","DENTISTRY, ORAL SURGERY & MEDICINE - SCIE(Q4)",,
JOURNAL OF SOCIAL WORK EDUCATION,"SOCIAL WORK - SSCI(Q3); EDUCATION & EDUCATIONAL
RESEARCH - SSCI(Q3)",,
READING TEACHER,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q3),,
PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS,"PHYSICS, CONDENSED MATTER - SCIE(Q3)",,
Scandinavian Actuarial Journal,"STATISTICS & PROBABILITY - SCIE(Q2); SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI(Q3); MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE(Q3)",,
Field Methods,"ANTHROPOLOGY - SSCI(Q2); SOCIAL SCIENCES,
INTERDISCIPLINARY - SSCI(Q3)",,
JOURNAL OF POROUS MEDIA,"THERMODYNAMICS - SCIE(Q3); ENGINEERING, MECHANICAL -
SCIE(Q3); MECHANICS - SCIE(Q3)",,
SOCIAL SCIENCE QUARTERLY,SOCIOLOGY - SSCI(Q3); POLITICAL SCIENCE - SSCI(Q3),,
"PLANT BIOSYSTEMS
INTERNATIONAL JOURNAL OF","PLANT SCIENCES - SCIE(Q3)
EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q3);
EDUCATION, SCIENTIFIC DISCIPLINES - SCIE(Q3);",,
TECHNOLOGY AND DESIGN EDUCATION,"ENGINEERING, MULTIDISCIPLINARY - SCIE(Q3)",,
PRIMATES,ZOOLOGY - SCIE(Q2),,
PUBLIC CHOICE,POLITICAL SCIENCE - SSCI(Q3); ECONOMICS - SSCI(Q3),,
Journal of Plant Ecology,"FORESTRY - SCIE(Q3); PLANT SCIENCES - SCIE(Q3); ECOLOGY -
SCIE(Q4)",,
Journal of Nano Research,"PHYSICS, APPLIED - SCIE(Q3); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q4); NANOSCIENCE &
NANOTECHNOLOGY - SCIE(Q4)",,
"BOSTON UNIVERSITY LAW REVIEW SEMINARS IN INTERVENTIONAL
RADIOLOGY","LAW - SSCI(Q2)
RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE(Q4)",,
SOCIOLOGICAL PERSPECTIVES,SOCIOLOGY - SSCI(Q3),,
CONSTRUCTIVE APPROXIMATION,MATHEMATICS - SCIE(Q1),,
Journal of Computer Languages,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE(Q3)",,
